day_type,start_hour,Pickup Centroid Latitude,Pickup Centroid Longitude,Dropoff Centroid Latitude,Dropoff Centroid Longitude,group_n,group_id,representative_year,representative_month,representative_day,walkDist,walkTime,transitDist,transitTime,totalDist,totalTime,modes
0,22,41.885,-87.621,41.881,-87.633,3452,2094209,2026,4,22,323.0,290.0,1318.0,428.0,1641.0,720s,"{'BUS', 'WALK'}"
0,0,41.979,-87.903,41.891,-87.619,3325,122400,2026,4,22,1565.0,1285.0,29867.0,2985.0,31432.0,4511s,"{'SUBWAY', 'BUS', 'WALK'}"
0,1,41.893,-87.638,41.898,-87.621,490,186567,2026,4,22,381.0,342.0,1699.0,537.0,2080.0,880s,"{'BUS', 'WALK'}"
0,17,41.792,-87.611,41.871,-87.622,5,1362516,2026,4,22,882.0,735.0,12403.0,1673.0,13285.0,2723s,"{'BUS', 'WALK'}"
0,13,41.9,-87.67,41.881,-87.633,809,919251,2026,4,22,1099.0,1105.0,4358.0,540.0,5457.0,1646s,"{'SUBWAY', 'WALK'}"
0,15,41.892,-87.632,41.881,-87.633,3202,1157147,2026,4,22,271.0,250.0,1118.0,411.0,1389.0,661s,"{'BUS', 'WALK'}"
1,16,41.879,-87.643,41.915,-87.632,76,3188548,2026,4,22,594.0,512.0,4740.0,1458.0,5334.0,1978s,"{'BUS', 'WALK'}"
0,20,41.881,-87.633,41.885,-87.643,1934,1787076,2026,4,22,287.0,254.0,1249.0,464.0,1536.0,719s,"{'BUS', 'WALK'}"
0,22,41.881,-87.633,41.689,-87.617,3,2090029,2026,4,22,1181.0,1047.0,21934.0,2161.0,23115.0,3547s,"{'SUBWAY', 'BUS', 'WALK'}"
0,4,41.943,-87.652,41.885,-87.621,222,543074,2026,4,22,1336.0,1177.0,7478.0,900.0,8814.0,2077s,"{'SUBWAY', 'WALK'}"
1,1,41.928,-87.705,41.938,-87.639,10,2488379,2026,4,25,1056.0,893.0,5426.0,1335.0,6482.0,2244s,"{'BUS', 'WALK'}"
1,4,41.893,-87.638,41.893,-87.66,23,2724016,2026,4,22,689.0,615.0,1943.0,434.0,2632.0,1074s,"{'BUS', 'WALK'}"
0,16,41.886,-87.672,41.881,-87.633,50,1274259,2026,4,22,830.0,727.0,5617.0,930.0,6447.0,1666s,"{'SUBWAY', 'WALK'}"
1,0,41.922,-87.646,41.885,-87.621,42,2394936,2026,4,25,1656.0,1440.0,5844.0,660.0,7500.0,2100s,"{'SUBWAY', 'WALK'}"
0,15,42.021,-87.67,41.979,-87.903,27,1216246,2026,4,22,1570.0,1493.0,31977.0,4230.0,33547.0,6372s,"{'SUBWAY', 'TRAM', 'BUS', 'WALK'}"
0,18,41.871,-87.622,41.842,-87.622,20,1508936,2026,4,26,1093.0,901.0,3928.0,936.0,5021.0,1837s,"{'BUS', 'WALK'}"
0,16,41.87,-87.675,41.798,-87.59,22,1263777,2026,4,22,1558.0,1326.0,12974.0,1942.0,14532.0,3519s,"{'BUS', 'WALK'}"
0,19,41.859,-87.617,41.881,-87.633,2323,1633787,2026,4,25,1529.0,1305.0,2703.0,596.0,4232.0,1902s,"{'BUS', 'WALK'}"
0,17,41.893,-87.638,41.885,-87.621,1470,1398559,2026,4,26,555.0,493.0,2634.0,794.0,3189.0,1709s,"{'BUS', 'WALK'}"
0,17,41.884,-87.748,41.877,-87.752,9,1391406,2026,4,22,875.0,713.0,825.0,279.0,1700.0,1003s,"{'BUS', 'WALK'}"
0,19,41.979,-87.903,41.885,-87.621,6743,1709554,2026,4,25,2227.0,1912.0,28148.0,2550.0,30375.0,4462s,"{'SUBWAY', 'WALK'}"
2,0,41.893,-87.626,41.851,-87.635,167,3828639,2026,4,22,997.0,889.0,4304.0,570.0,5301.0,1459s,"{'SUBWAY', 'WALK'}"
0,0,41.912,-87.684,41.798,-87.59,4,76030,2026,4,22,1577.0,1458.0,15666.0,1689.0,17243.0,3622s,"{'SUBWAY', 'BUS', 'WALK'}"
0,19,41.742,-87.63,41.783,-87.613,9,1593811,2026,4,25,862.0,741.0,5864.0,1081.0,6726.0,2256s,"{'BUS', 'WALK'}"
0,19,41.87,-87.675,41.777,-87.693,45,1638175,2026,4,25,323.0,451.0,12209.0,1934.0,12532.0,3135s,"{'SUBWAY', 'BUS', 'WALK'}"
0,3,41.892,-87.632,41.973,-87.679,78,407802,2026,4,22,914.0,934.0,11911.0,1628.0,12825.0,2849s,"{'SUBWAY', 'BUS', 'WALK'}"
1,22,41.916,-87.692,41.892,-87.629,15,3658667,2026,4,25,674.0,740.0,8539.0,1140.0,9213.0,2169s,"{'SUBWAY', 'WALK'}"
0,20,41.848,-87.708,41.775,-87.73,1,1769485,2026,4,22,731.0,625.0,10182.0,2835.0,10913.0,3732s,"{'BUS', 'WALK'}"
1,23,41.881,-87.633,41.849,-87.624,158,3728841,2026,4,25,414.0,348.0,4494.0,1294.0,4908.0,1881s,"{'BUS', 'WALK'}"
1,9,41.885,-87.621,41.879,-87.643,15,2970405,2026,4,22,1026.0,849.0,1707.0,352.0,2733.0,1201s,"{'BUS', 'WALK'}"
0,4,41.892,-87.632,41.881,-87.633,1593,509196,2026,4,22,798.0,695.0,707.0,150.0,1505.0,845s,"{'SUBWAY', 'WALK'}"
0,18,41.885,-87.621,41.943,-87.647,49,1518336,2026,4,26,1259.0,1033.0,6720.0,990.0,7979.0,2025s,"{'BUS', 'WALK'}"
1,4,41.879,-87.672,41.936,-87.661,14,2715438,2026,4,22,1094.0,947.0,6340.0,1392.0,7434.0,2369s,"{'BUS', 'WALK'}"
0,1,41.893,-87.626,41.931,-87.642,101,187287,2026,4,22,466.0,419.0,4797.0,1216.0,5263.0,1636s,"{'BUS', 'WALK'}"
0,14,41.929,-87.636,41.929,-87.651,17,1058406,2026,4,22,693.0,587.0,1844.0,434.0,2537.0,1022s,"{'BUS', 'WALK'}"
1,21,41.936,-87.652,41.921,-87.71,4,3584806,2026,4,26,658.0,560.0,7250.0,1834.0,7908.0,2903s,"{'BUS', 'WALK'}"
0,23,41.881,-87.633,41.786,-87.751,1157,2244579,2026,4,26,1551.0,1386.0,19697.0,1955.0,21248.0,3792s,"{'SUBWAY', 'BUS', 'WALK'}"
0,2,42.016,-87.667,42.016,-87.667,13,364474,2026,4,25,,,,,,,
2,19,41.859,-87.617,42.005,-87.659,3,4811900,2026,4,22,1054.0,936.0,18023.0,2957.0,19077.0,4192s,"{'BUS', 'HEAVY_RAIL', 'WALK'}"
0,6,41.893,-87.638,41.885,-87.643,100,646039,2026,4,26,1158.0,1017.0,1105.0,308.0,2263.0,1325s,"{'BUS', 'WALK'}"
0,12,41.929,-87.685,41.916,-87.692,19,830945,2026,4,25,801.0,679.0,1465.0,267.0,2266.0,947s,"{'BUS', 'WALK'}"
0,14,41.877,-87.622,41.881,-87.633,1611,1024929,2026,4,22,526.0,451.0,927.0,432.0,1453.0,883s,"{'BUS', 'WALK'}"
0,16,41.79,-87.59,41.79,-87.601,434,1241937,2026,4,22,969.0,800.0,0.0,0.0,969.0,799s,{'WALK'}
0,18,41.881,-87.633,41.949,-87.652,108,1514983,2026,4,26,867.0,848.0,8787.0,1170.0,9654.0,2018s,"{'SUBWAY', 'WALK'}"
0,0,41.95,-87.738,41.879,-87.643,2,105862,2026,4,22,1734.0,1524.0,13868.0,1560.0,15602.0,3085s,"{'SUBWAY', 'WALK'}"
2,3,41.892,-87.613,41.915,-87.654,12,4100678,2026,4,22,971.0,895.0,6326.0,1083.0,7297.0,2265s,"{'SUBWAY', 'BUS', 'WALK'}"
0,21,41.931,-87.642,41.938,-87.647,11,1978479,2026,4,22,600.0,498.0,1001.0,330.0,1601.0,829s,"{'BUS', 'WALK'}"
0,15,41.877,-87.622,41.849,-87.624,810,1148571,2026,4,22,331.0,298.0,3018.0,751.0,3349.0,1074s,"{'BUS', 'WALK'}"
0,22,41.938,-87.647,41.881,-87.633,64,2140480,2026,4,22,966.0,791.0,7508.0,1110.0,8474.0,1900s,"{'SUBWAY', 'WALK'}"
0,15,41.915,-87.646,41.881,-87.633,172,1172698,2026,4,22,1193.0,932.0,5109.0,750.0,6302.0,1683s,"{'SUBWAY', 'WALK'}"
0,23,41.871,-87.631,41.891,-87.619,422,2237821,2026,4,26,641.0,551.0,3109.0,822.0,3750.0,1407s,"{'BUS', 'WALK'}"
0,20,41.922,-87.664,41.885,-87.643,60,1818809,2026,4,22,781.0,839.0,6140.0,1196.0,6921.0,2280s,"{'SUBWAY', 'BUS', 'WALK'}"
2,13,41.936,-87.652,41.962,-87.645,4,4544544,2026,4,22,872.0,883.0,4627.0,714.0,5499.0,2232s,"{'SUBWAY', 'BUS', 'WALK'}"
2,1,41.891,-87.619,41.987,-87.672,4,3917226,2026,4,22,1301.0,1182.0,15744.0,1651.0,17045.0,3089s,"{'BUS', 'WALK', 'HEAVY_RAIL'}"
0,5,41.899,-87.626,41.891,-87.619,114,595904,2026,4,22,495.0,412.0,1212.0,245.0,1707.0,658s,"{'BUS', 'WALK'}"
2,23,41.908,-87.627,41.786,-87.751,28,5071058,2026,4,26,738.0,685.0,22073.0,2899.0,22811.0,4545s,"{'SUBWAY', 'BUS', 'WALK'}"
0,1,41.884,-87.723,42.006,-87.668,1,178368,2026,4,22,836.0,895.0,23223.0,3150.0,24059.0,4683s,"{'SUBWAY', 'WALK'}"
1,21,41.958,-87.66,41.973,-87.65,20,3595751,2026,4,26,719.0,623.0,3819.0,921.0,4538.0,1913s,"{'BUS', 'WALK'}"
0,3,41.979,-87.903,41.922,-87.634,319,463766,2026,4,22,2258.0,1820.0,26195.0,2755.0,28453.0,4790s,"{'SUBWAY', 'BUS', 'WALK'}"
1,3,41.893,-87.626,41.885,-87.657,787,2641166,2026,4,22,944.0,806.0,2629.0,608.0,3573.0,1415s,"{'BUS', 'WALK'}"
0,19,41.899,-87.752,41.881,-87.633,15,1658922,2026,4,25,965.0,826.0,11066.0,2557.0,12031.0,3651s,"{'BUS', 'WALK'}"
0,3,41.859,-87.617,41.746,-87.592,11,391257,2026,4,25,1614.0,1336.0,14243.0,2564.0,15857.0,4318s,"{'BUS', 'WALK'}"
0,2,41.922,-87.646,41.929,-87.636,81,322331,2026,4,26,1664.0,1391.0,0.0,0.0,1664.0,1391s,{'WALK'}
0,3,41.943,-87.641,41.856,-87.66,3,446322,2026,4,22,467.0,396.0,12908.0,2271.0,13375.0,3257s,"{'BUS', 'WALK'}"
0,2,41.945,-87.691,41.9,-87.68,6,338381,2026,4,25,1124.0,962.0,4887.0,1076.0,6011.0,2039s,"{'BUS', 'WALK'}"
0,4,41.885,-87.643,41.893,-87.626,579,505434,2026,4,22,519.0,563.0,2887.0,724.0,3406.0,1615s,"{'SUBWAY', 'BUS', 'WALK'}"
0,9,41.893,-87.626,41.979,-87.903,2351,714000,2026,4,26,2972.0,2470.0,27780.0,2640.0,30752.0,5115s,"{'SUBWAY', 'WALK'}"
1,4,41.95,-87.702,41.921,-87.7,3,2758158,2026,4,22,1035.0,856.0,2742.0,455.0,3777.0,1320s,"{'BUS', 'WALK'}"
0,23,41.868,-87.643,41.727,-87.658,17,2234906,2026,4,26,848.0,711.0,17726.0,3651.0,18574.0,4954s,"{'BUS', 'WALK'}"
0,23,41.895,-87.62,41.885,-87.621,1038,2257049,2026,4,26,539.0,491.0,1756.0,693.0,2295.0,1185s,"{'BUS', 'WALK'}"
0,1,41.893,-87.626,41.892,-87.632,1146,187167,2026,4,22,370.0,314.0,446.0,131.0,816.0,447s,"{'BUS', 'WALK'}"
1,2,41.892,-87.632,41.9,-87.629,271,2554331,2026,4,22,441.0,375.0,807.0,247.0,1248.0,623s,"{'BUS', 'WALK'}"
2,23,41.991,-87.657,41.972,-87.671,8,5098925,2026,4,26,1501.0,1442.0,1876.0,240.0,3377.0,1682s,"{'SUBWAY', 'WALK'}"
0,20,41.946,-87.647,41.945,-87.662,7,1838035,2026,4,22,457.0,407.0,1203.0,319.0,1660.0,727s,"{'BUS', 'WALK'}"
1,5,41.885,-87.621,41.907,-87.636,88,2796513,2026,4,22,1430.0,1217.0,2363.0,330.0,3793.0,1549s,"{'SUBWAY', 'WALK'}"
0,13,41.893,-87.66,41.881,-87.633,908,914399,2026,4,25,1124.0,1115.0,3122.0,420.0,4246.0,1536s,"{'SUBWAY', 'WALK'}"
0,20,41.983,-87.877,41.979,-87.903,1424,1858268,2026,4,22,4171.0,3442.0,4182.0,330.0,8353.0,3953s,"{'TRAM', 'WALK'}"
0,20,41.931,-87.642,41.827,-87.633,26,1826120,2026,4,22,1184.0,1119.0,11271.0,1795.0,12455.0,3159s,"{'SUBWAY', 'BUS', 'WALK'}"
1,23,41.748,-87.656,41.776,-87.638,1,3703830,2026,4,25,775.0,650.0,4877.0,965.0,5652.0,2143s,"{'BUS', 'WALK'}"
0,15,41.899,-87.626,41.979,-87.903,1425,1163166,2026,4,22,2091.0,1821.0,29504.0,2910.0,31595.0,5062s,"{'SUBWAY', 'WALK'}"
1,23,41.871,-87.622,41.891,-87.619,274,3725580,2026,4,25,786.0,635.0,2275.0,659.0,3061.0,1543s,"{'BUS', 'WALK'}"
0,14,41.754,-87.56,41.754,-87.56,54,981061,2026,4,22,,,,,,,
2,7,41.891,-87.619,41.899,-87.684,4,4401730,2026,4,25,500.0,412.0,6784.0,1569.0,7284.0,1981s,"{'BUS', 'WALK'}"
1,2,41.97,-87.713,41.963,-87.713,2,2597666,2026,4,22,108.0,108.0,819.0,168.0,927.0,278s,"{'BUS', 'WALK'}"
0,3,41.892,-87.632,41.859,-87.617,1779,407481,2026,4,22,1411.0,1184.0,4250.0,1172.0,5661.0,2357s,"{'BUS', 'WALK'}"
0,16,41.979,-87.903,41.899,-87.626,1239,1325688,2026,4,22,1676.0,1392.0,29881.0,3222.0,31557.0,4990s,"{'SUBWAY', 'BUS', 'WALK'}"
0,2,41.879,-87.657,41.885,-87.621,384,290434,2026,4,26,638.0,579.0,4132.0,960.0,4770.0,1572s,"{'BUS', 'WALK'}"
0,21,41.993,-87.657,42.005,-87.659,18,2016676,2026,4,22,446.0,377.0,1821.0,489.0,2267.0,881s,"{'BUS', 'WALK'}"
0,21,41.891,-87.619,41.885,-87.657,1269,1942344,2026,4,22,901.0,787.0,3109.0,1216.0,4010.0,2003s,"{'BUS', 'WALK'}"
0,3,41.935,-87.647,41.958,-87.653,72,438408,2026,4,22,413.0,360.0,2749.0,686.0,3162.0,1046s,"{'BUS', 'WALK'}"
0,21,41.877,-87.681,41.893,-87.638,32,1933438,2026,4,22,207.0,178.0,5614.0,1876.0,5821.0,2576s,"{'BUS', 'WALK'}"
2,5,41.921,-87.695,41.891,-87.619,19,4291684,2026,4,26,399.0,584.0,9584.0,1650.0,9983.0,2518s,"{'SUBWAY', 'BUS', 'WALK'}"
1,19,41.936,-87.676,41.967,-87.671,1,3422168,2026,4,22,943.0,796.0,3302.0,801.0,4245.0,1598s,"{'BUS', 'WALK'}"
0,14,41.884,-87.76,41.95,-87.762,5,1027963,2026,4,22,956.0,785.0,7375.0,1564.0,8331.0,2366s,"{'BUS', 'WALK'}"
0,16,41.892,-87.629,41.979,-87.903,1444,1277434,2026,4,22,1714.0,1533.0,28960.0,2820.0,30674.0,4684s,"{'SUBWAY', 'WALK'}"
0,20,41.861,-87.631,41.893,-87.626,31,1774649,2026,4,22,817.0,735.0,3653.0,1234.0,4470.0,1970s,"{'BUS', 'WALK'}"
1,16,41.891,-87.77,41.879,-87.643,1,3190902,2026,4,22,1706.0,1569.0,10282.0,1290.0,11988.0,2874s,"{'SUBWAY', 'WALK'}"
0,0,41.915,-87.632,41.892,-87.629,286,78567,2026,4,22,486.0,447.0,2623.0,638.0,3109.0,1099s,"{'BUS', 'WALK'}"
2,5,41.857,-87.652,41.967,-87.711,1,4262184,2026,4,26,872.0,804.0,19824.0,2647.0,20696.0,4374s,"{'SUBWAY', 'BUS', 'WALK'}"
2,1,41.899,-87.684,41.9,-87.629,6,3923949,2026,4,22,673.0,564.0,5064.0,1227.0,5737.0,1791s,"{'BUS', 'WALK'}"
0,23,41.958,-87.66,41.949,-87.662,33,2312639,2026,4,26,986.0,850.0,673.0,243.0,1659.0,1093s,"{'BUS', 'WALK'}"
0,15,41.74,-87.556,41.701,-87.54,2,1101381,2026,4,22,698.0,585.0,6170.0,960.0,6868.0,2193s,"{'BUS', 'WALK'}"
2,15,41.893,-87.626,41.786,-87.751,404,4604707,2026,4,22,1187.0,1149.0,20280.0,1830.0,21467.0,3940s,"{'SUBWAY', 'BUS', 'WALK'}"
0,1,41.885,-87.621,41.885,-87.621,1036,180439,2026,4,22,,,,,,,
0,17,41.713,-87.666,41.714,-87.638,5,1339268,2026,4,22,1598.0,1320.0,2567.0,454.0,4165.0,1774s,"{'BUS', 'WALK'}"
1,17,41.953,-87.646,41.943,-87.718,2,3285629,2026,4,22,668.0,557.0,6811.0,1770.0,7479.0,2328s,"{'BUS', 'WALK'}"
2,2,41.9,-87.665,41.893,-87.653,25,4016384,2026,4,22,384.0,309.0,1289.0,199.0,1673.0,522s,"{'BUS', 'WALK'}"
0,17,41.898,-87.621,41.892,-87.632,438,1401153,2026,4,26,552.0,479.0,1593.0,530.0,2145.0,1011s,"{'BUS', 'WALK'}"
0,16,41.885,-87.621,41.892,-87.632,1256,1273723,2026,4,22,1141.0,1018.0,768.0,120.0,1909.0,1139s,"{'SUBWAY', 'WALK'}"
0,2,41.892,-87.632,41.885,-87.643,1429,298509,2026,4,26,375.0,321.0,2242.0,558.0,2617.0,1121s,"{'BUS', 'WALK'}"
0,5,41.777,-87.623,41.787,-87.622,1,571947,2026,4,22,1585.0,1296.0,0.0,0.0,1585.0,1296s,{'WALK'}
0,4,41.892,-87.632,41.891,-87.619,1090,509212,2026,4,22,692.0,610.0,1729.0,410.0,2421.0,1020s,"{'BUS', 'WALK'}"
1,19,41.979,-87.903,41.881,-87.633,439,3438077,2026,4,22,1733.0,1485.0,28484.0,2610.0,30217.0,4095s,"{'SUBWAY', 'WALK'}"
0,3,41.943,-87.657,41.941,-87.671,8,445128,2026,4,22,541.0,439.0,1196.0,275.0,1737.0,742s,"{'BUS', 'WALK'}"
0,15,41.95,-87.713,41.936,-87.666,6,1193878,2026,4,22,516.0,447.0,5104.0,1244.0,5620.0,1921s,"{'BUS', 'WALK'}"
2,6,42.006,-87.813,41.991,-87.74,21,4390669,2026,4,25,863.0,741.0,16891.0,2219.0,17754.0,4498s,"{'BUS', 'WALK'}"
0,6,41.79,-87.601,41.798,-87.59,535,635051,2026,4,22,1732.0,1419.0,0.0,0.0,1732.0,1419s,{'WALK'}
2,21,42.001,-87.684,41.936,-87.666,2,4977423,2026,4,26,970.0,894.0,8049.0,1899.0,9019.0,3568s,"{'BUS', 'WALK'}"
2,5,41.965,-87.677,41.929,-87.651,11,4317913,2026,4,26,933.0,912.0,5614.0,720.0,6547.0,1632s,"{'SUBWAY', 'WALK'}"
0,16,41.755,-87.61,41.879,-87.672,20,1229444,2026,4,22,1192.0,1174.0,20100.0,2232.0,21292.0,4351s,"{'SUBWAY', 'BUS', 'WALK'}"
0,22,41.915,-87.646,41.893,-87.626,34,2119855,2026,4,22,1063.0,1050.0,3379.0,450.0,4442.0,1500s,"{'SUBWAY', 'WALK'}"
1,21,41.879,-87.643,41.907,-87.636,68,3553936,2026,4,26,701.0,622.0,4407.0,1319.0,5108.0,2286s,"{'BUS', 'WALK'}"
0,3,41.859,-87.617,41.898,-87.654,92,391523,2026,4,25,1222.0,1191.0,6064.0,1128.0,7286.0,2564s,"{'SUBWAY', 'BUS', 'WALK'}"
0,3,41.885,-87.621,41.892,-87.632,1495,403976,2026,4,22,1141.0,1018.0,768.0,90.0,1909.0,1109s,"{'SUBWAY', 'WALK'}"
0,12,41.844,-87.683,41.87,-87.675,95,803064,2026,4,25,1251.0,1050.0,2258.0,450.0,3509.0,1551s,"{'BUS', 'WALK'}"
1,4,41.895,-87.62,41.77,-87.581,4,2724961,2026,4,22,1169.0,982.0,14892.0,1457.0,16061.0,2925s,"{'BUS', 'WALK'}"
0,0,41.79,-87.59,41.79,-87.601,1093,20986,2026,4,22,969.0,800.0,0.0,0.0,969.0,799s,{'WALK'}
2,3,41.945,-87.691,41.921,-87.715,2,4135098,2026,4,22,746.0,624.0,4625.0,968.0,5371.0,2207s,"{'BUS', 'WALK'}"
0,1,41.937,-87.722,41.929,-87.656,2,220075,2026,4,22,666.0,558.0,6384.0,1485.0,7050.0,2422s,"{'BUS', 'WALK'}"
2,17,41.9,-87.629,41.903,-87.626,1,4710413,2026,4,22,640.0,542.0,0.0,0.0,640.0,542s,{'WALK'}
0,5,41.905,-87.702,41.893,-87.626,4,598325,2026,4,22,1054.0,1023.0,7808.0,1302.0,8862.0,2922s,"{'SUBWAY', 'BUS', 'WALK'}"
0,5,41.898,-87.654,41.928,-87.705,35,594473,2026,4,22,983.0,886.0,5856.0,630.0,6839.0,1516s,"{'SUBWAY', 'WALK'}"
1,23,41.928,-87.788,41.92,-87.771,4,3754900,2026,4,25,805.0,690.0,1499.0,304.0,2304.0,994s,"{'BUS', 'WALK'}"
0,22,41.881,-87.633,41.892,-87.632,5463,2090403,2026,4,22,204.0,179.0,1136.0,666.0,1340.0,845s,"{'BUS', 'WALK'}"
1,7,41.892,-87.632,41.9,-87.629,563,2912465,2026,4,22,441.0,375.0,807.0,192.0,1248.0,568s,"{'BUS', 'WALK'}"
0,19,41.872,-87.706,41.893,-87.626,4,1640388,2026,4,25,760.0,828.0,8445.0,1260.0,9205.0,2316s,"{'SUBWAY', 'WALK'}"
0,1,41.877,-87.622,41.879,-87.657,200,174580,2026,4,22,830.0,719.0,3643.0,936.0,4473.0,1655s,"{'BUS', 'WALK'}"
2,1,41.893,-87.638,41.885,-87.621,502,3920702,2026,4,22,703.0,631.0,2577.0,883.0,3280.0,1874s,"{'BUS', 'WALK'}"
1,0,41.893,-87.626,41.877,-87.622,327,2377384,2026,4,25,500.0,455.0,1832.0,761.0,2332.0,1218s,"{'BUS', 'WALK'}"
0,0,41.899,-87.626,41.877,-87.752,4,65678,2026,4,22,711.0,620.0,13375.0,3142.0,14086.0,3994s,"{'BUS', 'WALK'}"
1,2,41.893,-87.626,41.908,-87.627,111,2556617,2026,4,22,275.0,257.0,1684.0,423.0,1959.0,709s,"{'BUS', 'WALK'}"
0,4,41.893,-87.626,41.967,-87.684,29,512169,2026,4,22,581.0,651.0,12267.0,1689.0,12848.0,2627s,"{'SUBWAY', 'BUS', 'WALK'}"
2,16,41.905,-87.65,41.893,-87.653,16,4657172,2026,4,22,362.0,296.0,2252.0,786.0,2614.0,1139s,"{'BUS', 'WALK'}"
0,13,41.885,-87.621,41.979,-87.903,5836,910957,2026,4,25,2224.0,1884.0,28192.0,2730.0,30416.0,4615s,"{'SUBWAY', 'WALK'}"
0,0,41.881,-87.633,41.871,-87.622,1719,50937,2026,4,22,852.0,712.0,1448.0,372.0,2300.0,1084s,"{'BUS', 'WALK'}"
1,21,41.909,-87.631,41.885,-87.657,76,3570054,2026,4,26,806.0,825.0,6136.0,1522.0,6942.0,2626s,"{'SUBWAY', 'BUS', 'WALK'}"
0,4,41.891,-87.619,41.9,-87.629,148,507200,2026,4,22,615.0,537.0,1226.0,496.0,1841.0,1033s,"{'BUS', 'WALK'}"
0,22,41.881,-87.633,41.893,-87.626,4967,2090409,2026,4,22,501.0,444.0,1495.0,706.0,1996.0,1185s,"{'BUS', 'WALK'}"
1,2,41.973,-87.664,41.949,-87.652,36,2598990,2026,4,22,894.0,851.0,3102.0,420.0,3996.0,1271s,"{'SUBWAY', 'WALK'}"
0,22,41.842,-87.613,41.877,-87.622,19,2070834,2026,4,22,1681.0,1415.0,4360.0,968.0,6041.0,2383s,"{'BUS', 'WALK'}"
2,8,41.856,-87.649,41.892,-87.632,9,4440412,2026,4,25,800.0,689.0,5458.0,969.0,6258.0,1660s,"{'BUS', 'WALK'}"
0,12,41.95,-87.702,41.881,-87.633,191,839583,2026,4,25,918.0,798.0,11987.0,1982.0,12905.0,3059s,"{'SUBWAY', 'BUS', 'WALK'}"
1,17,41.885,-87.643,41.953,-87.653,15,3256337,2026,4,22,684.0,617.0,10457.0,1649.0,11141.0,2519s,"{'SUBWAY', 'BUS', 'WALK'}"
2,22,41.943,-87.641,41.859,-87.617,13,5024193,2026,4,26,767.0,605.0,10194.0,2304.0,10961.0,2916s,"{'BUS', 'WALK'}"
0,12,41.791,-87.623,41.898,-87.654,10,794739,2026,4,25,704.0,745.0,13291.0,2288.0,13995.0,3472s,"{'SUBWAY', 'BUS', 'WALK'}"
1,16,41.929,-87.636,41.892,-87.632,36,3208609,2026,4,22,580.0,499.0,4397.0,1114.0,4977.0,1616s,"{'BUS', 'WALK'}"
0,10,41.943,-87.652,41.979,-87.903,493,734250,2026,4,26,1986.0,1709.0,23428.0,2549.0,25414.0,4474s,"{'SUBWAY', 'BUS', 'WALK'}"
0,1,41.879,-87.643,41.935,-87.647,77,176623,2026,4,22,825.0,697.0,7200.0,2012.0,8025.0,2712s,"{'BUS', 'WALK'}"
0,18,41.879,-87.643,41.877,-87.622,764,1514098,2026,4,26,471.0,430.0,1829.0,552.0,2300.0,982s,"{'BUS', 'WALK'}"
2,5,41.898,-87.654,41.945,-87.686,1,4277313,2026,4,26,740.0,793.0,6533.0,898.0,7273.0,2230s,"{'SUBWAY', 'BUS', 'WALK'}"
0,1,41.885,-87.621,41.943,-87.657,103,180622,2026,4,22,1436.0,1199.0,7474.0,960.0,8910.0,2159s,"{'SUBWAY', 'WALK'}"
1,23,41.885,-87.657,41.885,-87.621,747,3730251,2026,4,25,1188.0,1168.0,2501.0,390.0,3689.0,1559s,"{'SUBWAY', 'WALK'}"
0,23,41.859,-87.617,41.859,-87.617,1902,2231586,2026,4,26,,,,,,,
1,22,41.849,-87.624,41.885,-87.657,175,3630076,2026,4,25,1145.0,1105.0,5795.0,930.0,6940.0,2035s,"{'SUBWAY', 'WALK'}"
0,19,41.881,-87.633,41.893,-87.638,1870,1646151,2026,4,25,840.0,880.0,3762.0,720.0,4602.0,1569s,"{'SUBWAY', 'WALK'}"
2,1,41.893,-87.626,41.9,-87.632,76,3921215,2026,4,22,900.0,758.0,310.0,91.0,1210.0,856s,"{'BUS', 'WALK'}"
0,3,41.877,-87.622,41.877,-87.681,15,398451,2026,4,22,403.0,344.0,6019.0,1342.0,6422.0,1687s,"{'BUS', 'WALK'}"
1,17,41.77,-87.574,41.899,-87.752,1,3237993,2026,4,22,1303.0,1262.0,25086.0,2831.0,26389.0,5385s,"{'SUBWAY', 'BUS', 'WALK'}"
